ID,DESCRIPTION,STATUS,CREATED,WORKER_ID,TRIGGERED,PREDICTION
07ccdcda33044324b9da8cd6bc6cc947,Tech that compares movement speed to evaluate how objects move,unusable,2019-07-22 17:13:35.558,AVPW7AXI9AFSM,,Ham
304521837842451c98322d026ba9e76a,tech that compares how fast certain things accelerate to distinguish them ,unusable,2019-07-22 17:14:20.463,AVPW7AXI9AFSM,,Ham
2dff4f7e45974fdc83a54e8176f1a225,tech that takes note of a what time of day something moves in order to distinguish,unusable,2019-07-22 17:14:57.084,AVPW7AXI9AFSM,,Ham
8314968a755b4ef4973df550d870465e,tech that takes note of the pattern of movement that objects move in to distinguish them ,unusable,2019-07-22 17:15:26.269,AVPW7AXI9AFSM,,Ham
0629ee0f8a8845be9ca76aa49d4e70de,tech that compares how often objects move to distinguish them,unusable,2019-07-22 17:16:17.527,AVPW7AXI9AFSM,,Ham
afd592edbaec4f1491ece32b404c47c4,tech that compares the frequency in which an object moves to distinguish them,unusable,2019-07-22 17:17:08.632,AVPW7AXI9AFSM,,Ham
cbf651425b2f498a97b480aae8b3b7bd,tech that measures velocity to distinguish two objects,unusable,2019-07-22 17:21:43.687,AVPW7AXI9AFSM,,Ham
4d4b7a3529bb4f62bf3e1caf84ce5c31,"
sports jerseys that you can edit",unusable,2019-07-22 17:24:00.024,AVPW7AXI9AFSM,,Ham
d903ca29c9134ad4a2f6294297dc3cbc,"
political shirts that you can edit",unusable,2019-07-22 17:24:10.67,AVPW7AXI9AFSM,,Ham
050626d05a4f46cd8ed6fcd63ed98189,"
phone cases that you can edit",unusable,2019-07-22 17:25:20.035,AVPW7AXI9AFSM,,Ham
b070eb3874a444828a254164da3f7103,"
flyers that you can edit",unusable,2019-07-22 17:25:27.654,AVPW7AXI9AFSM,,Ham
47d8f71319884542a9794b9abf3fee18,"
posters that you can edit",unusable,2019-07-22 17:25:34.382,AVPW7AXI9AFSM,,Ham
285e65f355d84a4eb687aeb5fc10c59b,"
backpacks that you can edit color and design",unusable,2019-07-22 17:25:49.463,AVPW7AXI9AFSM,,Ham
a0cb747f1f2c408cacd73ff8659244fb,"
'glowing' sting/yarn",unusable,2019-07-22 17:37:07.449,AVPW7AXI9AFSM,,Ham
8ac72ffe69304d1d8ead835f0258b949,"
favorite you tube video on your shirt",unusable,2019-07-22 17:37:32.461,AVPW7AXI9AFSM,,Ham
3f1711a1c28f493f8ece7781c2d3319e,play any gif on a t-shirt,unusable,2019-07-22 17:37:41.703,AVPW7AXI9AFSM,,Ham
4ae01ad7e18942a185d7e0e89fb76629,"
put things from your photo/video library on your shirt",unusable,2019-07-22 17:38:10.241,AVPW7AXI9AFSM,,Ham
da90b69a25f84daa89ae95d1746cb9ea,"
say a phrase out loud, have that image pop up on your shirt",unusable,2019-07-22 17:39:36.537,AVPW7AXI9AFSM,,Ham
84cf6ba87adc469d8c12b3ab38130ecb,Artificial intelligence is very good in all fields.,unusable,2019-07-22 21:33:06.672,A2RWM6YBCOMWRQ,,Ham
37b4bc4170e04e2e93ce3da021b855b4,"I mouthguard implant that integrates topical lidocaine for oral pain and trigeminal neuralgia. Would lay in the mouth like a normal mouthguard, and oscillate heat and cold to relieve pressure on effected area. Would also integrate topical lidocaine to relieve pain directly.",unusable,2019-07-23 00:14:00.688,A1HCXQTH43W7EO,,Ham
7f8abc4c5060489d8508502258275dc6,Aerosol lidocaine. For oral and pharyngeal pain often associated with mouth or esophageal cancers. Lidocaine would be taken into a mouth via a nebulizer and would directly relieve pain.,unusable,2019-07-23 00:15:36.539,A1HCXQTH43W7EO,,Ham
9e91aa70066f489bb67a20f475375caf,"The mind map .The student used colors to organize her ideas.red is the idea she 
started with, green are broader concepts, black are subtopics.  She put a red star on the topic she decided to focus on.",unusable,2019-07-24 10:48:26.553,A15U4VIUINUAUP,,Ham
24d1f03e21fd4cd681ed21e3b67b648b,"The mind map.the student used colors to organize her ideas.red is the idea she start with green are broader concepts,black are subtopics.she put a red star on the topic she decided to focus on.
",unusable,2019-07-24 10:50:51.729,A15U4VIUINUAUP,,Ham
eff82d02ffa94b60b21ada9f254a997e,if it were possible to record eye movements so that  we can find cure for blindness and other eye related conditions ,unusable,2019-07-24 12:51:16.957,A1T8LV8EOI43UN,,Ham
1847b696e02a43e3955282df6e80f552,"
A technology can perceive the movement of an object, such as humans, living beings or objects, like a bat. Once remembered, the technology can subsequently recognize it like a mother can pick her child out of a crowd. By comparing the object’s movement with the movement of other objects, the technology can recognize movement patterns, like a good doctor can diagnose a knee disease by observing a specific walking motion. The technology is approximately hand-sized and can be used anywhere",unusable,2019-07-24 22:13:10.452,A1MM77T120I6M8,,Ham
5429c69c85a34c50817d5b0a1d733dfe,"Occasionally we may need you to pack up a copy of your sketch folder or something similar so that we can try and replicate the weirdness on our own machine. Rest assured, we have no interest in messing with your fancy creations or stealing your ideas. The Processing team is a pair of straight-laced boys who hail from the midwestern U.S. who were brought up better than that. And as we often lack enough time to build our own projects, we have even less time to spend figuring out other peoples' projects to rip them off",unusable,2019-07-24 22:18:43.085,A1MM77T120I6M8,,Ham
881627fa974a4fdd97b802db7f11bf07,"You have set yourself up for success by learning everything there is to know about school and district policies and where to find correct answers to questions; setting up an organized classroom with every book, paper, and handout ready to go; working out basic rules to create a classroom that is a welcoming and safe place for intellectual development; determining consequences to support the rules; and planning for procedures, schedules, and seating charts that make sense. Now it is time to get to the actual purpose of the job—teaching students",unusable,2019-07-24 22:20:12.89,A1MM77T120I6M8,,Ham
77030da1126a48c79c418544f2f39b57,"Few factors are as vital to teaching success as having well-designed lessons. Imagine a doctor who does not plan adequately for surgery, a contractor who builds a house as he pounds along using scrap lumber and duct tape wherever he finds them, or a teacher teaching a lesson with no foundation or clear direction. Students attain desired learning outcomes through excellent lessons. Creating the plans should not take longer than presenting the actual lesson—but it may feel that way at first",unusable,2019-07-24 22:21:10.419,A1MM77T120I6M8,,Ham
d33ece3129224b2c80c4005b236f4e3a,"Good lesson plans are always well worth the effort. During my first years of teaching I always had the plan book opened on my podium for easy reference as I walked by during instruction. Later, after writing the formal plans I created note cards with reminders to carry with me so that I did not have to refer to the formal plans as often",unusable,2019-07-24 22:21:49.981,A1MM77T120I6M8,,Ham
