ID,DESCRIPTION,STATUS,CREATED,WORKER_ID,TRIGGERED,PREDICTION
07ccdcda33044324b9da8cd6bc6cc947,Tech that compares movement speed to evaluate how objects move,unusable,2019-07-22 17:13:35.558,AVPW7AXI9AFSM,[],Ham
304521837842451c98322d026ba9e76a,tech that compares how fast certain things accelerate to distinguish them ,unusable,2019-07-22 17:14:20.463,AVPW7AXI9AFSM,[],Ham
2dff4f7e45974fdc83a54e8176f1a225,tech that takes note of a what time of day something moves in order to distinguish,unusable,2019-07-22 17:14:57.084,AVPW7AXI9AFSM,[],Ham
8314968a755b4ef4973df550d870465e,tech that takes note of the pattern of movement that objects move in to distinguish them ,unusable,2019-07-22 17:15:26.269,AVPW7AXI9AFSM,[],Ham
0629ee0f8a8845be9ca76aa49d4e70de,tech that compares how often objects move to distinguish them,unusable,2019-07-22 17:16:17.527,AVPW7AXI9AFSM,[],Ham
afd592edbaec4f1491ece32b404c47c4,tech that compares the frequency in which an object moves to distinguish them,unusable,2019-07-22 17:17:08.632,AVPW7AXI9AFSM,[],Ham
cbf651425b2f498a97b480aae8b3b7bd,tech that measures velocity to distinguish two objects,unusable,2019-07-22 17:21:43.687,AVPW7AXI9AFSM,[],Ham
92d879ce359c40b5a62620019ee5623a,It can be used on sports television to help explain plays to laypeople.,usable,2019-07-22 17:22:41.549,AUFUUD4WG9CVO,[],Ham
aa69791719604078b7c5638935276b80,t-shirts,unusable,2019-07-22 17:23:10.816,AVPW7AXI9AFSM,"['Charcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']",Spam
bc8f888a5b5f4858b9e499f898ff6035,mugs,unusable,2019-07-22 17:23:17.338,AVPW7AXI9AFSM,"['Charcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']",Spam
a4ef3584381b480fa4f8124deb39258c,"
flags",unusable,2019-07-22 17:23:21.858,AVPW7AXI9AFSM,"['Charcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']",Spam
d00f3c8e9e0047b6b54cf620cd97ddbb,"
bumperstikers",unusable,2019-07-22 17:23:29.451,AVPW7AXI9AFSM,"['Wordcount', 'without verb or adj', 'without verb or adj unigram']",Spam
eb30f4a9e2574b21be4f0bf8e9f5f8cc,"
pants",unusable,2019-07-22 17:23:33.745,AVPW7AXI9AFSM,"['Charcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']",Spam
284c11dd48e540d4864896f121e18ff6,"
yoga pants",unusable,2019-07-22 17:23:37.628,AVPW7AXI9AFSM,"['Charcount', 'without verb or adj', 'without verb or adj unigram']",Spam
8b6e12bde69f40399dc0d38f032b8486,"
skirts",unusable,2019-07-22 17:23:41.203,AVPW7AXI9AFSM,"['Charcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']",Spam
e9059b3c96244f1c97a0483ffa44fdd5,"It could be used in nature preserves to track movement of things like wolf packs and bears to designate ""safe areas""",usable,2019-07-22 17:23:42.497,AUFUUD4WG9CVO,[],Ham
a448ea18d57743a58e37ecc37737d8b1,"
hats",unusable,2019-07-22 17:23:43.707,AVPW7AXI9AFSM,"['Charcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']",Spam
88ea66cfb8b048509572e66dfbc704d2,"
gloves",unusable,2019-07-22 17:23:49.088,AVPW7AXI9AFSM,"['Charcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']",Spam
4d4b7a3529bb4f62bf3e1caf84ce5c31,"
sports jerseys that you can edit",unusable,2019-07-22 17:24:00.024,AVPW7AXI9AFSM,[],Ham
7ec9b93d002e474abbd22614fcf23fc2,It could be used to track endangered and at risk species and help stop poaching,usable,2019-07-22 17:24:08.087,AUFUUD4WG9CVO,[],Ham
d903ca29c9134ad4a2f6294297dc3cbc,"
political shirts that you can edit",unusable,2019-07-22 17:24:10.67,AVPW7AXI9AFSM,[],Ham
b4677d9b71bb466889571a597eeef62f,"
It could be used at large venues to track capacity and possible offenders",usable,2019-07-22 17:25:12.684,AUFUUD4WG9CVO,[],Ham
050626d05a4f46cd8ed6fcd63ed98189,"
phone cases that you can edit",unusable,2019-07-22 17:25:20.035,AVPW7AXI9AFSM,[],Ham
b070eb3874a444828a254164da3f7103,"
flyers that you can edit",unusable,2019-07-22 17:25:27.654,AVPW7AXI9AFSM,[],Ham
47d8f71319884542a9794b9abf3fee18,"
posters that you can edit",unusable,2019-07-22 17:25:34.382,AVPW7AXI9AFSM,[],Ham
731ba85dd45244aa956be61d4b4116c9,"
It could be used as part of a greater home security system to show you your vulnerabilities, and detect unusual persons.",usable,2019-07-22 17:25:41.88,AUFUUD4WG9CVO,[],Ham
285e65f355d84a4eb687aeb5fc10c59b,"
backpacks that you can edit color and design",unusable,2019-07-22 17:25:49.463,AVPW7AXI9AFSM,[],Ham
e863bc0e2ac84355b65e5b0105e60912,"It could be used to help track both vehicle and passenger information in public transit, to identify high volume and problem areas.",usable,2019-07-22 17:26:32.303,AUFUUD4WG9CVO,[],Ham
9fdfce2f07124e09988a6abc3e0f86cc,"
mouse pads",unusable,2019-07-22 17:27:32.632,AVPW7AXI9AFSM,"['Charcount', 'without verb or adj', 'without verb or adj unigram']",Spam
e04526eb611d47e7b2ee0351f4015659,"
umbrellas",unusable,2019-07-22 17:27:50.614,AVPW7AXI9AFSM,"['Charcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']",Spam
65a539c14f56431184528d532ae5c783,"
table cloths",unusable,2019-07-22 17:27:57.87,AVPW7AXI9AFSM,"['Charcount', 'without verb or adj unigram']",Spam
8df7d71510e945b1b17111334896e70c,"
napkins",unusable,2019-07-22 17:27:59.761,AVPW7AXI9AFSM,"['Charcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']",Spam
ebc330796dec45bdbda35726a2348ad8,"Obvious, questionably legal law enforcement uses. Though things like facial recognition tend to have success rates as low as 20%, so there'd need to be a significant improvement in the technology.",usable,2019-07-22 17:28:04.185,AUFUUD4WG9CVO,[],Ham
7ed32023d32f4426b11928412c4064e2,"
banners",unusable,2019-07-22 17:28:45.861,AVPW7AXI9AFSM,"['Charcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']",Spam
